Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,s/p,P1,P2,P3,P4,P5,P6,P7,P8
,,Astronomer,S30,4.666666666666667,0.6666666666666666,6.0,9.333333333333334,6.666666666666666,6.111111111111112,7.333333333333333,10.0,s30,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S31,4.0,1.3333333333333333,6.0,9.333333333333334,9.333333333333334,6.111111111111112,7.333333333333333,10.0,s31,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S32,6.0,2.0,6.0,9.333333333333334,10.0,6.111111111111112,7.333333333333333,10.0,s32,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S33,4.0,2.6666666666666665,6.0,9.333333333333334,8.0,6.111111111111112,7.333333333333333,10.0,s33,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S34,4.666666666666667,2.0,6.0,9.333333333333334,8.0,6.111111111111112,7.333333333333333,10.0,s34,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S35,5.333333333333333,1.3333333333333333,4.0,9.333333333333334,8.0,6.111111111111112,7.333333333333333,10.0,s35,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S36,6.0,0.6666666666666666,4.0,9.333333333333334,7.333333333333333,6.111111111111112,7.333333333333333,10.0,s36,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S37,5.333333333333333,0.0,4.0,10.0,6.666666666666666,6.111111111111112,7.333333333333333,10.0,s37,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S38,4.666666666666667,2.0,4.0,10.0,9.333333333333334,5.555555555555555,7.333333333333333,10.0,s38,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S39,4.0,0.0,4.0,10.0,10.0,5.555555555555555,7.333333333333333,10.0,s39,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S40,6.0,0.6666666666666666,4.0,10.0,8.0,5.555555555555555,7.333333333333333,10.0,s40,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S41,4.0,1.3333333333333333,4.0,10.0,8.0,5.555555555555555,8.0,7.5,s41,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S42,4.666666666666667,2.0,4.0,10.0,8.666666666666668,5.555555555555555,8.0,7.5,s42,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S43,5.333333333333333,2.6666666666666665,4.0,10.0,8.0,5.555555555555555,8.0,7.5,s43,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S44,6.0,2.0,4.0,10.0,7.333333333333333,5.555555555555555,8.0,7.5,s44,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S45,5.333333333333333,1.3333333333333333,4.666666666666667,10.0,6.666666666666666,5.0,8.0,7.5,s45,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S46,4.666666666666667,0.6666666666666666,4.666666666666667,10.0,9.333333333333334,5.0,8.0,7.5,s46,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S47,4.0,0.0,4.666666666666667,10.0,10.0,5.0,8.0,7.5,s47,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S48,6.0,2.6666666666666665,4.666666666666667,10.0,8.666666666666668,5.0,8.0,7.5,s48,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S49,4.0,1.3333333333333333,4.666666666666667,10.0,8.666666666666668,5.0,8.0,7.5,s49,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
,,Astronomer,S50,4.666666666666667,2.6666666666666665,4.666666666666667,10.0,8.666666666666668,5.0,8.0,7.5,s50,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
2.0,,Geologist,S51,4.0,2.0,8.0,9.333333333333334,5.333333333333333,2.2222222222222223,4.666666666666667,10.0,s51,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S52,4.666666666666667,0.0,7.333333333333333,9.333333333333334,6.0,2.7777777777777777,4.666666666666667,10.0,s52,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S53,5.333333333333333,0.6666666666666666,6.666666666666666,9.333333333333334,5.333333333333333,3.333333333333333,4.666666666666667,10.0,s53,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S54,6.0,1.3333333333333333,9.333333333333334,9.333333333333334,4.666666666666667,3.888888888888889,4.666666666666667,10.0,s54,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S55,5.333333333333333,2.0,10.0,9.333333333333334,4.0,3.333333333333333,4.666666666666667,10.0,s55,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S56,4.666666666666667,2.6666666666666665,8.0,9.333333333333334,6.0,1.6666666666666665,4.666666666666667,10.0,s56,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S57,4.0,2.0,8.0,9.333333333333334,4.0,2.2222222222222223,4.666666666666667,10.0,s57,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S58,6.0,0.0,8.666666666666668,9.333333333333334,4.666666666666667,2.7777777777777777,4.666666666666667,10.0,s58,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S59,4.0,0.6666666666666666,8.0,9.333333333333334,5.333333333333333,3.333333333333333,4.666666666666667,10.0,s59,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S60,4.666666666666667,1.3333333333333333,8.0,9.333333333333334,5.333333333333333,3.888888888888889,4.666666666666667,10.0,s60,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S61,5.333333333333333,2.0,7.333333333333333,9.333333333333334,6.0,3.333333333333333,5.333333333333333,10.0,s61,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S62,6.0,2.6666666666666665,6.666666666666666,6.666666666666666,5.333333333333333,1.6666666666666665,5.333333333333333,10.0,s62,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S63,5.333333333333333,2.0,9.333333333333334,6.666666666666666,4.666666666666667,2.2222222222222223,5.333333333333333,10.0,s63,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S64,4.666666666666667,0.0,10.0,6.666666666666666,4.0,2.7777777777777777,5.333333333333333,10.0,s64,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S65,4.0,0.6666666666666666,8.0,6.666666666666666,6.0,3.333333333333333,5.333333333333333,10.0,s65,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S66,6.0,1.3333333333333333,8.0,6.666666666666666,4.0,3.888888888888889,5.333333333333333,10.0,s66,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S67,4.0,2.0,8.666666666666668,6.666666666666666,4.666666666666667,3.333333333333333,5.333333333333333,10.0,s67,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S68,4.666666666666667,2.6666666666666665,8.0,6.666666666666666,5.333333333333333,1.6666666666666665,5.333333333333333,9.0,s68,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S69,5.333333333333333,2.0,8.0,6.666666666666666,5.333333333333333,2.2222222222222223,5.333333333333333,9.0,s69,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S70,6.0,0.0,7.333333333333333,6.666666666666666,6.0,2.7777777777777777,5.333333333333333,9.0,s70,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S71,5.333333333333333,0.6666666666666666,6.666666666666666,6.666666666666666,5.333333333333333,3.333333333333333,5.333333333333333,9.0,s71,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S72,4.666666666666667,1.3333333333333333,9.333333333333334,8.666666666666668,4.666666666666667,3.888888888888889,5.333333333333333,9.0,s72,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S73,4.0,2.0,10.0,8.666666666666668,4.0,3.333333333333333,4.0,9.0,s73,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S74,6.0,2.6666666666666665,8.0,8.666666666666668,6.0,1.6666666666666665,4.0,9.0,s74,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S75,4.0,2.0,8.0,8.666666666666668,4.0,2.2222222222222223,4.0,9.0,s75,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S76,4.666666666666667,0.0,8.666666666666668,8.666666666666668,4.666666666666667,2.7777777777777777,4.0,9.0,s76,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S77,5.333333333333333,0.6666666666666666,8.0,8.666666666666668,5.333333333333333,3.333333333333333,4.0,9.0,s77,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S78,6.0,1.3333333333333333,8.0,8.666666666666668,5.333333333333333,3.888888888888889,4.0,9.0,s78,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S79,5.333333333333333,2.0,7.333333333333333,8.666666666666668,6.0,3.333333333333333,4.0,9.0,s79,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S80,4.666666666666667,2.6666666666666665,6.666666666666666,8.666666666666668,5.333333333333333,1.6666666666666665,4.0,9.0,s80,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S81,4.0,2.0,9.333333333333334,8.666666666666668,4.666666666666667,2.2222222222222223,4.0,9.0,s81,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S82,6.0,0.0,10.0,8.666666666666668,4.0,2.7777777777777777,4.0,9.0,s82,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S83,4.0,0.6666666666666666,8.0,8.666666666666668,6.0,3.333333333333333,4.0,9.0,s83,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S84,4.666666666666667,1.3333333333333333,8.0,8.666666666666668,4.0,3.888888888888889,4.0,8.5,s84,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S85,5.333333333333333,2.0,8.666666666666668,8.666666666666668,4.666666666666667,3.333333333333333,4.0,8.5,s85,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S86,6.0,2.6666666666666665,8.0,8.666666666666668,5.333333333333333,1.6666666666666665,4.0,8.5,s86,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S87,5.333333333333333,2.0,8.0,8.666666666666668,5.333333333333333,2.2222222222222223,6.0,8.5,s87,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S88,4.666666666666667,0.0,7.333333333333333,8.666666666666668,6.0,2.7777777777777777,6.0,8.5,s88,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S89,4.0,0.6666666666666666,6.666666666666666,8.666666666666668,5.333333333333333,3.333333333333333,6.0,8.5,s89,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S90,6.0,1.3333333333333333,9.333333333333334,9.333333333333334,4.666666666666667,3.888888888888889,6.0,8.5,s90,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S91,4.0,2.0,10.0,9.333333333333334,4.0,3.333333333333333,6.0,8.5,s91,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S92,4.666666666666667,2.6666666666666665,8.0,9.333333333333334,6.0,1.6666666666666665,6.0,8.5,s92,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S93,5.333333333333333,2.0,8.0,9.333333333333334,4.0,2.2222222222222223,6.0,8.5,s93,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S94,6.0,0.0,8.666666666666668,9.333333333333334,4.666666666666667,2.7777777777777777,6.0,8.5,s94,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S95,5.333333333333333,0.6666666666666666,8.0,9.333333333333334,4.0,3.333333333333333,6.0,8.5,s95,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S96,4.666666666666667,1.3333333333333333,7.333333333333333,9.333333333333334,4.666666666666667,3.888888888888889,6.0,8.5,s96,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S97,4.0,2.0,6.666666666666666,9.333333333333334,5.333333333333333,3.333333333333333,6.0,8.5,s97,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S98,6.0,2.6666666666666665,9.333333333333334,9.333333333333334,6.0,1.6666666666666665,6.0,8.5,s98,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S99,4.0,1.3333333333333333,10.0,9.333333333333334,5.333333333333333,3.888888888888889,6.0,8.5,s99,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
,,Geologist,S100,4.666666666666667,0.6666666666666666,8.0,9.333333333333334,4.666666666666667,2.7777777777777777,6.0,8.5,s100,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0
3.0,,Marine Biologist,S101,0.0,0.6666666666666666,4.0,10.0,4.666666666666667,2.7777777777777777,5.333333333333333,9.5,s101,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S102,0.6666666666666666,0.0,4.666666666666667,10.0,4.666666666666667,3.888888888888889,5.333333333333333,9.5,s102,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S103,1.3333333333333333,0.6666666666666666,6.0,10.0,4.666666666666667,4.444444444444445,4.0,9.5,s103,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S104,2.0,1.3333333333333333,4.666666666666667,10.0,4.666666666666667,3.888888888888889,4.666666666666667,9.5,s104,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S105,2.6666666666666665,2.0,5.333333333333333,10.0,4.666666666666667,3.333333333333333,6.0,9.5,s105,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S106,3.333333333333333,2.6666666666666665,4.0,10.0,4.666666666666667,2.7777777777777777,4.666666666666667,9.5,s106,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S107,2.6666666666666665,2.0,4.666666666666667,10.0,4.666666666666667,2.2222222222222223,5.333333333333333,9.5,s107,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S108,2.0,0.0,6.0,10.0,4.666666666666667,2.2222222222222223,4.0,9.5,s108,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S109,1.3333333333333333,0.6666666666666666,4.666666666666667,10.0,4.666666666666667,3.888888888888889,4.666666666666667,9.5,s109,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S110,0.6666666666666666,1.3333333333333333,5.333333333333333,10.0,4.666666666666667,4.444444444444445,6.0,9.5,s110,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S111,0.6666666666666666,2.0,4.0,10.0,4.666666666666667,3.888888888888889,5.333333333333333,9.5,s111,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S112,1.3333333333333333,2.6666666666666665,4.666666666666667,10.0,4.666666666666667,3.333333333333333,4.0,9.5,s112,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S113,2.0,0.0,6.0,10.0,4.666666666666667,2.7777777777777777,4.666666666666667,9.5,s113,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S114,2.6666666666666665,0.6666666666666666,4.666666666666667,10.0,4.666666666666667,2.2222222222222223,6.0,9.5,s114,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S115,3.333333333333333,1.3333333333333333,5.333333333333333,10.0,4.666666666666667,2.2222222222222223,4.666666666666667,9.5,s115,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S116,2.6666666666666665,2.0,4.0,10.0,4.666666666666667,3.888888888888889,5.333333333333333,9.5,s116,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S117,2.0,2.6666666666666665,4.666666666666667,10.0,4.666666666666667,4.444444444444445,4.0,9.5,s117,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S118,1.3333333333333333,2.0,6.0,10.0,4.666666666666667,3.888888888888889,4.666666666666667,9.5,s118,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S119,0.6666666666666666,0.0,4.666666666666667,10.0,4.666666666666667,3.333333333333333,6.0,9.5,s119,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S120,0.6666666666666666,0.6666666666666666,5.333333333333333,9.333333333333334,4.666666666666667,2.7777777777777777,5.333333333333333,9.5,s120,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S121,1.3333333333333333,1.3333333333333333,4.0,9.333333333333334,4.666666666666667,2.2222222222222223,4.0,9.5,s121,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S122,2.0,2.0,4.666666666666667,9.333333333333334,4.666666666666667,2.2222222222222223,4.666666666666667,9.5,s122,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S123,2.6666666666666665,2.6666666666666665,6.0,9.333333333333334,4.0,3.888888888888889,6.0,8.0,s123,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S124,3.333333333333333,0.0,4.666666666666667,9.333333333333334,4.0,4.444444444444445,4.666666666666667,8.0,s124,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S125,2.6666666666666665,0.6666666666666666,5.333333333333333,9.333333333333334,4.0,3.888888888888889,5.333333333333333,8.0,s125,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S126,2.0,1.3333333333333333,4.0,9.333333333333334,4.0,3.333333333333333,4.0,8.0,s126,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S127,1.3333333333333333,2.0,4.666666666666667,9.333333333333334,4.0,2.7777777777777777,4.666666666666667,8.0,s127,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S128,0.6666666666666666,2.6666666666666665,6.0,9.333333333333334,4.0,2.2222222222222223,6.0,8.0,s128,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S129,0.6666666666666666,2.0,4.666666666666667,9.333333333333334,4.0,2.2222222222222223,5.333333333333333,8.0,s129,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S130,1.3333333333333333,0.0,5.333333333333333,9.333333333333334,4.0,3.888888888888889,4.0,8.0,s130,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S131,2.0,0.6666666666666666,4.0,9.333333333333334,4.0,4.444444444444445,4.666666666666667,8.0,s131,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S132,2.6666666666666665,1.3333333333333333,4.666666666666667,9.333333333333334,4.0,3.888888888888889,6.0,8.0,s132,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S133,3.333333333333333,2.0,6.0,9.333333333333334,6.0,3.333333333333333,4.666666666666667,8.0,s133,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S134,2.6666666666666665,2.6666666666666665,4.666666666666667,8.666666666666668,6.0,2.7777777777777777,5.333333333333333,8.0,s134,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S135,2.0,0.0,5.333333333333333,8.666666666666668,6.0,2.2222222222222223,4.0,8.0,s135,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S136,1.3333333333333333,0.6666666666666666,4.0,8.666666666666668,6.0,2.2222222222222223,4.666666666666667,9.0,s136,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S137,0.6666666666666666,1.3333333333333333,4.666666666666667,8.666666666666668,6.0,3.888888888888889,6.0,9.0,s137,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S138,0.6666666666666666,2.0,6.0,8.666666666666668,6.0,4.444444444444445,5.333333333333333,9.0,s138,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S139,1.3333333333333333,2.6666666666666665,4.666666666666667,8.666666666666668,6.0,3.888888888888889,4.0,9.0,s139,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S140,2.0,2.0,5.333333333333333,8.666666666666668,6.0,3.333333333333333,4.666666666666667,9.0,s140,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S141,2.6666666666666665,0.0,4.0,8.666666666666668,6.0,2.7777777777777777,6.0,9.0,s141,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
,,Marine Biologist,S142,3.333333333333333,0.6666666666666666,4.666666666666667,8.666666666666668,6.0,2.2222222222222223,4.666666666666667,9.0,s142,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
